Date,User_Base_(Number_of_Users),Average_Time_Spent_(in_minutes),Content_Completion_Rate_(%),Student_Test_Score_Improvement_(%),Student_Satisfaction_(%),Revenue_Growth_(Year-over-Year_%),Funding_Round_Amount_(in_millions_USD),Market_Share_(%),Social_Media_Sentiment_Score,News_Article_Sentiment_Score,Number_of_Courses_Offered,Regional_Performance_Score,Focus_on_Adaptive_Learning_(Yes/No),Expert_Faculty_(Yes/No),Countries_of_Operation,Strategic_Partnerships_(Yes/No),Government_Initiatives_(Yes/No),Byju's_Future_Plans,Market_Size_(in_millions_USD)
16-06-2016,1335855.78,30.92182561,98.21068267,24.58291256,84.3288829,40.60363883,69.38897678,49.13370222,0.667186019,0.924322755,98.26039675,0.889459257, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          ,No, Expand to Asia     ,618.5150789
17-06-2016,1365648.855,28.33236733,99.82238314,25.61299466,92.28559117,58.28593266,64.96316061,39.64817601,0.815443632,0.760411621,147.086724,0.932213879,No, Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         , Acquire smaller startup,627.3259018
18-06-2016,1231780.605,16.73398874,83.01643265,25.51403922,91.07848051,28.83232596,68.01544907,34.6715194,0.938438953,0.743485173,144.2913991,0.813839258,No, Yes                   ," India, USA, UK, Australia ", Yes                          , Yes                         , Expand to Africa   ,569.6145554
19-06-2016,1217076.262,25.00239955,95.66181368,16.26476669,86.50874197,42.0951893,113.6489277,32.14099115,0.904086286,0.716195785,114.4497624,0.927512195,No, Yes                   ," India, USA, UK, Australia ", Yes                          , Yes                         , Launch new feature,553.4833245
20-06-2016,1269279.123,25.54094723,88.84736545,34.79587293,93.54586843,48.83760908,107.9509646,40.20373544,0.916635384,0.843228581,129.8342864,0.909780763, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         ,Dynamic learning trials,547.3663021
21-06-2016,1368038.015,28.07066849,72.00208171,39.88409242,93.20999391,41.58818101,52.0126914,35.02091338,0.825971582,0.846430319,149.2591276,0.932638895, Yes                               , Yes                   ," India, USA, UK, Australia ", Yes                          , Yes                         , Partner with schools,566.2657981
22-06-2016,1479174.503,20.61228092,82.10097414,4.967091397,86.85652813,41.3775848,101.4468885,41.60055169,0.843131661,0.525473519,132.934895,0.907420547, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                        , Launch new app     ,646.7738398
23-06-2016,1215973.839,32.28665878,98.15457937,18.86734432,95.11494049,15.38000061,108.1160783,35.70916065,0.857290459,0.264121982,140.0982313,1.057173606, Yes                               , Yes                   ," India, USA             ", Yes                          ,No,Interactive learning,563.8847627
24-06-2016,1372303.667,26.200104,86.87937507,29.63859293,90.05259723,36.3057571,71.75251753,40.99949563,0.846233653,0.727609873,124.5971589,1.037840133, Yes                               , Yes                   ," India, USA             ", Yes                          , Yes                         ,Dynamic learning trials,528.2961304
25-06-2016,1147632.685,26.1690085,89.25562254,28.42962438,95.28433159,37.09185056,100.159427,32.95725868,0.830881314,0.764634677,129.844255,0.973755777, Yes                               ,No," India, USA, UK, Australia, Singapore, UAE, Brazil ",No, Yes                         , Expand to Asia     ,560.8466319
26-06-2016,1045652.993,26.39753266,84.98140158,18.04143576,86.54199382,45.82636335,80.93392677,39.33359592,0.850428538,0.773948779,119.6350857,0.869528108, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore ", Yes                          , Yes                         ,Interactive learning,675.7221292
27-06-2016,1320842.501,32.10937128,96.94764955,30.77251928,98.48501844,54.8794482,72.89217448,31.56339986,0.839595406,0.794722755,131.1629849,0.99352383, Yes                               ,No," India, USA, UK, Australia, Singapore ", Yes                          ,No, Expand to Africa   ,619.0481332
28-06-2016,1139134.298,33.51510893,96.35427491,22.37053174,86.57068061,59.70463671,114.9863087,31.35039965,1.03583212,0.815625259,141.247726,0.924563433, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         , Expand to Europe   ,557.556994
29-06-2016,1345104.819,22.18832931,96.10677065,11.98089666,92.44051305,48.0275171,94.0753692,36.20325011,0.889757891,0.784361484,146.7858924,0.860938173, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         , Launch new feature,589.985898
30-06-2016,962491.882,24.34147312,95.73020476,30.13293058,80.34594142,44.01031947,66.150974,36.29664899,0.983929958,0.5891883,124.5169246,0.988541114, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE, Brazil ", Yes                          , Yes                         , Acquire smaller startup,538.9371984
01-07-2016,1494490.677,21.27920232,87.56753926,13.16568933,95.64990902,45.77790934,105.8789539,35.8972615,1.017975266,0.606415035,125.8249209,0.861081259, Yes                               ,No," India, USA, UK, Australia ", Yes                          , Yes                         , Partner with schools,509.7785318
02-07-2016,1256730.508,29.45825078,73.21775822,25.46272709,98.92367924,54.42827573,48.07942781,29.85883968,0.972514247,0.450555488,106.098876,0.898113412, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore ", Yes                          , Yes                         , Acquire smaller startup,583.5949852
03-07-2016,1273124.597,18.67707571,82.81313227,23.888616,87.07228397,46.67777819,108.1177816,41.12034955,0.815542527,0.692787764,139.8452748,0.956042477, Yes                               , Yes                   ," India, USA, UK, Australia ",No, Yes                         , Expand to Africa   ,604.7547915
04-07-2016,1528973.732,28.69232858,89.91752605,33.51029019,92.87789057,30.83365907,113.0002094,39.8334289,0.765866145,0.743385736,131.3492857,0.956812697, Yes                               , Yes                   ," India, USA, UK, Australia ",No, Yes                        , Acquire competitor ,558.5175877
05-07-2016,1225313.203,35.39582534,81.99561527,26.42996149,94.21223051,41.25480897,68.28801422,35.29725808,0.856624246,0.827900498,126.0323902,0.972006968,No, Yes                   ," India, USA, UK, Australia ", Yes                          , Yes                         ,Dynamic learning trials,634.3586961
06-07-2016,1262083.043,29.27804164,84.58765403,13.01716977,86.91158527,35.08701798,92.43454501,36.62739189,1.032306646,0.759239263,121.6588502,0.86097955, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore ",No, Yes                         , Expand to Europe   ,588.6818633
07-07-2016,1079392.649,29.07932886,91.90017163,12.43914557,94.27344764,48.81609276,106.3661643,33.39568519,0.927834181,0.563388741,131.8786896,0.866481991, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          ,No, Expand to Europe   ,580.1084971
08-07-2016,1318925.023,22.66490374,90.96591599,19.00793755,89.95850885,47.77597881,104.1328671,44.5669918,1.100687841,0.915166407,145.7422447,0.978218177, Yes                               , Yes                   ," India, USA, UK, Australia ", Yes                          , Yes                         , Expand to Africa   ,600.0804734
09-07-2016,1241556.733,25.03626085,94.94535973,31.08009401,88.10006387,25.52760902,107.8451188,38.7415892,0.841804089,0.757990931,125.7400098,1.04818713, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                        , Acquire competitor ,562.6341033
10-07-2016,1192291.472,24.67920718,82.26760709,30.73539682,92.86619861,41.43667516,85.46554852,34.26094053,1.025553483,0.579588397,169.5945144,0.940238548, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore ", Yes                          , Yes                         , Enter Middle East  ,634.0116176
11-07-2016,1323570.105,17.03593716,105.4192585,11.2531625,95.61890434,53.16618978,40.29682605,28.8199205,0.766074045,0.70928149,107.2342064,0.936952456, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore ", Yes                          , Yes                         , Launch AI tutor    ,549.7467339
12-07-2016,1598312.111,23.7001322,98.68089217,37.61037628,92.09942319,31.42623589,84.7163538,45.63962384,0.868621681,0.676549023,129.6723872,0.840020197,No, Yes                   ," India, USA, UK, Australia ", Yes                          , Yes                         ,Interactive learning,567.6820716
13-07-2016,1386398.276,32.91234661,93.85030714,16.8829024,90.22916124,50.73640565,88.40667924,36.01660801,0.929052465,0.82371556,123.4363962,0.877351302,No, Yes                   ," India, USA, UK, Australia, Singapore, UAE, Brazil ", Yes                          , Yes                         , Acquire smaller startup,572.47972
14-07-2016,1619103.442,28.74886532,94.81009874,30.81938454,92.5412318,36.90894089,91.16065092,37.9934038,0.75496696,0.699034899,159.9053628,0.972952149, Yes                               ,No," India, USA, UK, Australia, Singapore, UAE ",No,No, Partner with schools,563.5973475
15-07-2016,1119246.033,30.86321587,91.44032949,12.71460813,95.53934941,46.16461519,63.12749879,50.73134001,1.060669135,0.81690831,117.1226968,0.879209513,No, Yes                   ," India, USA, UK, Australia, Singapore ", Yes                          , Yes                         , Launch new feature,568.1840771
16-07-2016,1666363.971,28.47099125,87.12015473,16.76222292,86.38579196,47.64545943,93.9130422,36.39349892,0.909494285,0.615338146,136.9974869,0.884273907, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         , Acquire smaller startup,630.2006403
17-07-2016,1388010.103,20.22901349,88.55594484,24.54461822,85.74173118,34.06374297,76.01470561,35.06502278,0.808688919,0.820834143,186.5154763,0.906877775, Yes                               ,No," India, USA, UK, Australia ", Yes                          , Yes                         , Expand to Europe   ,480.608717
18-07-2016,1337022.062,29.16449382,95.35617259,20.45187611,93.85117228,49.21139209,93.87991476,33.33452084,0.707619143,0.760351114,146.5786041,0.936730318, Yes                               ,No," India, USA, UK, Australia, Singapore, UAE, Brazil ", Yes                          , Yes                         ,Interactive learning,578.0833283
19-07-2016,1344500.873,26.04111744,89.6402852,18.40378164,88.32441094,55.91807049,95.03247681,33.51240408,0.898787009,0.511854699,150.394964,0.952277868,No, Yes                   ," India, USA, UK, Australia, Singapore ", Yes                          , Yes                         ,Greedy gamification,524.5363717
20-07-2016,1210273.672,19.54676759,90.94707353,11.73526998,90.76669362,52.91909475,86.18815359,33.42600202,0.796161255,0.5791468,137.0590538,0.864233274, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore ", Yes                          , Yes                         , Launch new feature,653.1135952
